"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value"
"Albania","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2020",107.849
"Albania","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2020",89.874
"Emiratos Arabes Unidos","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2023",61.05
"Emiratos Arabes Unidos","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2023",50.875
"Emiratos Arabes Unidos","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2022",63.143
"Emiratos Arabes Unidos","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2022",52.619
"Emiratos Arabes Unidos","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2021",455.946
"Emiratos Arabes Unidos","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2021",379.955
"Emiratos Arabes Unidos","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2020",749.507
"Emiratos Arabes Unidos","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2020",624.589
"Argentina","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2023",23.444
"Argentina","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2023",19.537
"Argentina","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2022",-241.113
"Argentina","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2022",-200.928
"Argentina","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2021",503.796
"Argentina","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2021",419.83
"Argentina","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2020",3592.054
"Argentina","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2020",2993.378
"Armenia","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2023",2.509
"Armenia","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2023",2.091
"Armenia","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2022",-8.871
"Armenia","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2022",-7.393
"Armenia","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2021",37.121
"Armenia","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2021",30.934
"Armenia","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2020",83.121
"Armenia","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2020",69.268
"Australia","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2023",106.331
"Australia","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2023",88.609
"Australia","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2022",-112.478
"Australia","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2022",-93.732
"Australia","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2021",201.047
"Australia","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2021",167.54
"Australia","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2020",501.411
"Australia","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2020",417.843
"Austria","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2023",240.227
"Austria","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2023",200.19
"Austria","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2022",243.554
"Austria","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2022",202.962
"Austria","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2021",340.249
"Austria","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2021",283.541
"Austria","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2020",485.273
"Austria","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2020",404.394
"Azerbaiyán","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2023",68.503
"Azerbaiyán","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2023",57.086
"Azerbaiyán","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2022",84.709
"Azerbaiyán","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2022",70.591
"Azerbaiyán","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2021",175.281
"Azerbaiyán","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2021",146.067
"Azerbaiyán","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2020",537.021
"Azerbaiyán","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2020",447.517
"Burundi","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2023",-70.544
"Burundi","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2023",-58.786
"Burundi","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2022",-99.571
"Burundi","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2022",-82.976
"Burundi","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2021",113.89
"Burundi","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2021",94.908
"Burundi","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2020",23.085
"Burundi","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2020",19.237
"Bélgica","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2023",-10.338
"Bélgica","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2023",-8.615
"Bélgica","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2022",-63.392
"Bélgica","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2022",-52.826
"Bélgica","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2021",109.214
"Bélgica","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2021",91.012
"Bélgica","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2020",335.143
"Bélgica","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2020",279.286
"Benin","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2023",63.764
"Benin","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2023",53.137
"Benin","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2022",51.802
"Benin","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2022",43.169
"Benin","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2021",257.818
"Benin","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2021",214.848
"Benin","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2020",187.062
"Benin","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2020",155.885
"Burkina Faso","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2023",140.502
"Burkina Faso","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2023",117.085
"Burkina Faso","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2022",75.753
"Burkina Faso","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2022",63.127
"Burkina Faso","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2021",299.681
"Burkina Faso","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2021",249.734
"Burkina Faso","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2020",282.602
"Burkina Faso","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2020",235.502
"Bangladesh","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2023",962.339
"Bangladesh","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2023",801.95
"Bangladesh","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2022",965.102
"Bangladesh","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2022",804.252
"Bangladesh","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2021",4966.321
"Bangladesh","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2021",4138.601
"Bangladesh","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 40 horas por semana","2020",9491.831
"Bangladesh","Horas de trabajo perdidas debido a la crisis de COVID-19, expresadas como número de empleos FTE, según sexo - Estimaciones modeladas de la OIT (miles)","OIT - Estimaciones Modeladas","Sexo: Total","Equivalencia a tiempo completo: Basado en 48 horas por semana","2020",7909.859
